Stand,State,Slope,AYD,Treatment Area,Elev,Harvesting System
4663,CA,50,900,30,0,Ground-Based Mech WT
4664,CA,50,900,40,0,Ground-Based Mech WT
4665,CA,50,900,50,0,Ground-Based Mech WT
4666,CA,50,900,60,0,Ground-Based Mech WT
4667,CA,50,900,70,0,Ground-Based Mech WT
4668,CA,50,900,80,0,Ground-Based Mech WT
4669,CA,50,900,90,0,Ground-Based Mech WT
4670,CA,50,900,100,0,Ground-Based Mech WT
4671,CA,50,900,110,0,Ground-Based Mech WT
4672,CA,50,900,120,0,Ground-Based Mech WT
4673,CA,50,900,130,0,Ground-Based Mech WT
4674,CA,50,900,140,0,Ground-Based Mech WT
4675,CA,50,900,150,0,Ground-Based Mech WT
4676,CA,50,900,160,0,Ground-Based Mech WT
4677,CA,50,900,170,0,Ground-Based Mech WT
4678,CA,50,900,180,0,Ground-Based Mech WT
4679,CA,50,900,190,0,Ground-Based Mech WT
4680,CA,50,1000,20,0,Ground-Based Mech WT
4681,CA,50,1000,30,0,Ground-Based Mech WT
4682,CA,50,1000,40,0,Ground-Based Mech WT
4683,CA,50,1000,50,0,Ground-Based Mech WT
4684,CA,50,1000,60,0,Ground-Based Mech WT
4685,CA,50,1000,70,0,Ground-Based Mech WT
4686,CA,50,1000,80,0,Ground-Based Mech WT
4687,CA,50,1000,90,0,Ground-Based Mech WT
4688,CA,50,1000,100,0,Ground-Based Mech WT
4689,CA,50,1000,110,0,Ground-Based Mech WT
4690,CA,50,1000,120,0,Ground-Based Mech WT
4691,CA,50,1000,130,0,Ground-Based Mech WT
4692,CA,50,1000,140,0,Ground-Based Mech WT
4693,CA,50,1000,150,0,Ground-Based Mech WT
4694,CA,50,1000,160,0,Ground-Based Mech WT
4695,CA,50,1000,170,0,Ground-Based Mech WT
4696,CA,50,1000,180,0,Ground-Based Mech WT
4697,CA,50,1000,190,0,Ground-Based Mech WT
4698,CA,50,1100,20,0,Ground-Based Mech WT
4699,CA,50,1100,30,0,Ground-Based Mech WT
4700,CA,50,1100,40,0,Ground-Based Mech WT
4701,CA,50,1100,50,0,Ground-Based Mech WT
4702,CA,50,1100,60,0,Ground-Based Mech WT
4703,CA,50,1100,70,0,Ground-Based Mech WT
4704,CA,50,1100,80,0,Ground-Based Mech WT
4705,CA,50,1100,90,0,Ground-Based Mech WT
4706,CA,50,1100,100,0,Ground-Based Mech WT
4707,CA,50,1100,110,0,Ground-Based Mech WT
4708,CA,50,1100,120,0,Ground-Based Mech WT
4709,CA,50,1100,130,0,Ground-Based Mech WT
4710,CA,50,1100,140,0,Ground-Based Mech WT
4711,CA,50,1100,150,0,Ground-Based Mech WT
4712,CA,50,1100,160,0,Ground-Based Mech WT
4713,CA,50,1100,170,0,Ground-Based Mech WT
4714,CA,50,1100,180,0,Ground-Based Mech WT
4715,CA,50,1100,190,0,Ground-Based Mech WT
4716,CA,50,1200,20,0,Ground-Based Mech WT
4717,CA,50,1200,30,0,Ground-Based Mech WT
4718,CA,50,1200,40,0,Ground-Based Mech WT
4719,CA,50,1200,50,0,Ground-Based Mech WT
4720,CA,50,1200,60,0,Ground-Based Mech WT
4721,CA,50,1200,70,0,Ground-Based Mech WT
4722,CA,50,1200,80,0,Ground-Based Mech WT
4723,CA,50,1200,90,0,Ground-Based Mech WT
4724,CA,50,1200,100,0,Ground-Based Mech WT
4725,CA,50,1200,110,0,Ground-Based Mech WT
4726,CA,50,1200,120,0,Ground-Based Mech WT
4727,CA,50,1200,130,0,Ground-Based Mech WT
4728,CA,50,1200,140,0,Ground-Based Mech WT
4729,CA,50,1200,150,0,Ground-Based Mech WT
4730,CA,50,1200,160,0,Ground-Based Mech WT
4731,CA,50,1200,170,0,Ground-Based Mech WT
4732,CA,50,1200,180,0,Ground-Based Mech WT
4733,CA,50,1200,190,0,Ground-Based Mech WT
4734,CA,50,1300,20,0,Ground-Based Mech WT
4735,CA,50,1300,30,0,Ground-Based Mech WT
4736,CA,50,1300,40,0,Ground-Based Mech WT
4737,CA,50,1300,50,0,Ground-Based Mech WT
4738,CA,50,1300,60,0,Ground-Based Mech WT
4739,CA,50,1300,70,0,Ground-Based Mech WT
4740,CA,50,1300,80,0,Ground-Based Mech WT
4741,CA,50,1300,90,0,Ground-Based Mech WT
4742,CA,50,1300,100,0,Ground-Based Mech WT
4743,CA,50,1300,110,0,Ground-Based Mech WT
4744,CA,50,1300,120,0,Ground-Based Mech WT
4745,CA,50,1300,130,0,Ground-Based Mech WT
4746,CA,50,1300,140,0,Ground-Based Mech WT
4747,CA,50,1300,150,0,Ground-Based Mech WT
4748,CA,50,1300,160,0,Ground-Based Mech WT
4749,CA,50,1300,170,0,Ground-Based Mech WT
4750,CA,50,1300,180,0,Ground-Based Mech WT
4751,CA,50,1300,190,0,Ground-Based Mech WT
4752,CA,50,1400,20,0,Ground-Based Mech WT
4753,CA,50,1400,30,0,Ground-Based Mech WT
4754,CA,50,1400,40,0,Ground-Based Mech WT
4755,CA,50,1400,50,0,Ground-Based Mech WT
4756,CA,50,1400,60,0,Ground-Based Mech WT
4757,CA,50,1400,70,0,Ground-Based Mech WT
4758,CA,50,1400,80,0,Ground-Based Mech WT
4759,CA,50,1400,90,0,Ground-Based Mech WT
4760,CA,50,1400,100,0,Ground-Based Mech WT
4761,CA,50,1400,110,0,Ground-Based Mech WT
4762,CA,50,1400,120,0,Ground-Based Mech WT
4763,CA,50,1400,130,0,Ground-Based Mech WT
4764,CA,50,1400,140,0,Ground-Based Mech WT
4765,CA,50,1400,150,0,Ground-Based Mech WT
4766,CA,50,1400,160,0,Ground-Based Mech WT
4767,CA,50,1400,170,0,Ground-Based Mech WT
4768,CA,50,1400,180,0,Ground-Based Mech WT
4769,CA,50,1400,190,0,Ground-Based Mech WT
4770,CA,50,1500,20,0,Ground-Based Mech WT
4771,CA,50,1500,30,0,Ground-Based Mech WT
4772,CA,50,1500,40,0,Ground-Based Mech WT
4773,CA,50,1500,50,0,Ground-Based Mech WT
4774,CA,50,1500,60,0,Ground-Based Mech WT
4775,CA,50,1500,70,0,Ground-Based Mech WT
4776,CA,50,1500,80,0,Ground-Based Mech WT
4777,CA,50,1500,90,0,Ground-Based Mech WT
4778,CA,50,1500,100,0,Ground-Based Mech WT
4779,CA,50,1500,110,0,Ground-Based Mech WT
4780,CA,50,1500,120,0,Ground-Based Mech WT
4781,CA,50,1500,130,0,Ground-Based Mech WT
4782,CA,50,1500,140,0,Ground-Based Mech WT
4783,CA,50,1500,150,0,Ground-Based Mech WT
4784,CA,50,1500,160,0,Ground-Based Mech WT
4785,CA,50,1500,170,0,Ground-Based Mech WT
4786,CA,50,1500,180,0,Ground-Based Mech WT
4787,CA,50,1500,190,0,Ground-Based Mech WT
4788,CA,50,1600,20,0,Ground-Based Mech WT
4789,CA,50,1600,30,0,Ground-Based Mech WT
4790,CA,50,1600,40,0,Ground-Based Mech WT
4791,CA,50,1600,50,0,Ground-Based Mech WT
4792,CA,50,1600,60,0,Ground-Based Mech WT
4793,CA,50,1600,70,0,Ground-Based Mech WT
4794,CA,50,1600,80,0,Ground-Based Mech WT
4795,CA,50,1600,90,0,Ground-Based Mech WT
4796,CA,50,1600,100,0,Ground-Based Mech WT
4797,CA,50,1600,110,0,Ground-Based Mech WT
4798,CA,50,1600,120,0,Ground-Based Mech WT
4799,CA,50,1600,130,0,Ground-Based Mech WT
4800,CA,50,1600,140,0,Ground-Based Mech WT
4801,CA,50,1600,150,0,Ground-Based Mech WT
4802,CA,50,1600,160,0,Ground-Based Mech WT
4803,CA,50,1600,170,0,Ground-Based Mech WT
4804,CA,50,1600,180,0,Ground-Based Mech WT
4805,CA,50,1600,190,0,Ground-Based Mech WT
4806,CA,50,1700,20,0,Ground-Based Mech WT
4807,CA,50,1700,30,0,Ground-Based Mech WT
4808,CA,50,1700,40,0,Ground-Based Mech WT
4809,CA,50,1700,50,0,Ground-Based Mech WT
4810,CA,50,1700,60,0,Ground-Based Mech WT
4811,CA,50,1700,70,0,Ground-Based Mech WT
4812,CA,50,1700,80,0,Ground-Based Mech WT
4813,CA,50,1700,90,0,Ground-Based Mech WT
4814,CA,50,1700,100,0,Ground-Based Mech WT
4815,CA,50,1700,110,0,Ground-Based Mech WT
4816,CA,50,1700,120,0,Ground-Based Mech WT
4817,CA,50,1700,130,0,Ground-Based Mech WT
4818,CA,50,1700,140,0,Ground-Based Mech WT
4819,CA,50,1700,150,0,Ground-Based Mech WT
4820,CA,50,1700,160,0,Ground-Based Mech WT
4821,CA,50,1700,170,0,Ground-Based Mech WT
4822,CA,50,1700,180,0,Ground-Based Mech WT
4823,CA,50,1700,190,0,Ground-Based Mech WT
4824,CA,50,1800,20,0,Ground-Based Mech WT
4825,CA,50,1800,30,0,Ground-Based Mech WT
4826,CA,50,1800,40,0,Ground-Based Mech WT
4827,CA,50,1800,50,0,Ground-Based Mech WT
4828,CA,50,1800,60,0,Ground-Based Mech WT
4829,CA,50,1800,70,0,Ground-Based Mech WT
4830,CA,50,1800,80,0,Ground-Based Mech WT
4831,CA,50,1800,90,0,Ground-Based Mech WT
4832,CA,50,1800,100,0,Ground-Based Mech WT
4833,CA,50,1800,110,0,Ground-Based Mech WT
4834,CA,50,1800,120,0,Ground-Based Mech WT
4835,CA,50,1800,130,0,Ground-Based Mech WT
4836,CA,50,1800,140,0,Ground-Based Mech WT
4837,CA,50,1800,150,0,Ground-Based Mech WT
4838,CA,50,1800,160,0,Ground-Based Mech WT
4839,CA,50,1800,170,0,Ground-Based Mech WT
4840,CA,50,1800,180,0,Ground-Based Mech WT
4841,CA,50,1800,190,0,Ground-Based Mech WT
4842,CA,50,1900,20,0,Ground-Based Mech WT
4843,CA,50,1900,30,0,Ground-Based Mech WT
4844,CA,50,1900,40,0,Ground-Based Mech WT
4845,CA,50,1900,50,0,Ground-Based Mech WT
4846,CA,50,1900,60,0,Ground-Based Mech WT
4847,CA,50,1900,70,0,Ground-Based Mech WT
4848,CA,50,1900,80,0,Ground-Based Mech WT
4849,CA,50,1900,90,0,Ground-Based Mech WT
4850,CA,50,1900,100,0,Ground-Based Mech WT
4851,CA,50,1900,110,0,Ground-Based Mech WT
4852,CA,50,1900,120,0,Ground-Based Mech WT
4853,CA,50,1900,130,0,Ground-Based Mech WT
4854,CA,50,1900,140,0,Ground-Based Mech WT
4855,CA,50,1900,150,0,Ground-Based Mech WT
4856,CA,50,1900,160,0,Ground-Based Mech WT
4857,CA,50,1900,170,0,Ground-Based Mech WT
4858,CA,50,1900,180,0,Ground-Based Mech WT
4859,CA,50,1900,190,0,Ground-Based Mech WT
4860,CA,50,2000,20,0,Ground-Based Mech WT
4861,CA,50,2000,30,0,Ground-Based Mech WT
4862,CA,50,2000,40,0,Ground-Based Mech WT
4863,CA,50,2000,50,0,Ground-Based Mech WT
4864,CA,50,2000,60,0,Ground-Based Mech WT
4865,CA,50,2000,70,0,Ground-Based Mech WT
4866,CA,50,2000,80,0,Ground-Based Mech WT
4867,CA,50,2000,90,0,Ground-Based Mech WT
4868,CA,50,2000,100,0,Ground-Based Mech WT
4869,CA,50,2000,110,0,Ground-Based Mech WT
4870,CA,50,2000,120,0,Ground-Based Mech WT
4871,CA,50,2000,130,0,Ground-Based Mech WT
4872,CA,50,2000,140,0,Ground-Based Mech WT
4873,CA,50,2000,150,0,Ground-Based Mech WT
4874,CA,50,2000,160,0,Ground-Based Mech WT
4875,CA,50,2000,170,0,Ground-Based Mech WT
4876,CA,50,2000,180,0,Ground-Based Mech WT
4877,CA,50,2000,190,0,Ground-Based Mech WT
4878,CA,50,2100,20,0,Ground-Based Mech WT
4879,CA,50,2100,30,0,Ground-Based Mech WT
4880,CA,50,2100,40,0,Ground-Based Mech WT
4881,CA,50,2100,50,0,Ground-Based Mech WT
4882,CA,50,2100,60,0,Ground-Based Mech WT
4883,CA,50,2100,70,0,Ground-Based Mech WT
4884,CA,50,2100,80,0,Ground-Based Mech WT
4885,CA,50,2100,90,0,Ground-Based Mech WT
4886,CA,50,2100,100,0,Ground-Based Mech WT
4887,CA,50,2100,110,0,Ground-Based Mech WT
4888,CA,50,2100,120,0,Ground-Based Mech WT
4889,CA,50,2100,130,0,Ground-Based Mech WT
4890,CA,50,2100,140,0,Ground-Based Mech WT
4891,CA,50,2100,150,0,Ground-Based Mech WT
4892,CA,50,2100,160,0,Ground-Based Mech WT
4893,CA,50,2100,170,0,Ground-Based Mech WT
4894,CA,50,2100,180,0,Ground-Based Mech WT
4895,CA,50,2100,190,0,Ground-Based Mech WT
4896,CA,50,2200,20,0,Ground-Based Mech WT
4897,CA,50,2200,30,0,Ground-Based Mech WT
4898,CA,50,2200,40,0,Ground-Based Mech WT
4899,CA,50,2200,50,0,Ground-Based Mech WT
4900,CA,50,2200,60,0,Ground-Based Mech WT
4901,CA,50,2200,70,0,Ground-Based Mech WT
4902,CA,50,2200,80,0,Ground-Based Mech WT
4903,CA,50,2200,90,0,Ground-Based Mech WT
4904,CA,50,2200,100,0,Ground-Based Mech WT
4905,CA,50,2200,110,0,Ground-Based Mech WT
4906,CA,50,2200,120,0,Ground-Based Mech WT
4907,CA,50,2200,130,0,Ground-Based Mech WT
4908,CA,50,2200,140,0,Ground-Based Mech WT
4909,CA,50,2200,150,0,Ground-Based Mech WT
4910,CA,50,2200,160,0,Ground-Based Mech WT
4911,CA,50,2200,170,0,Ground-Based Mech WT
4912,CA,50,2200,180,0,Ground-Based Mech WT
4913,CA,50,2200,190,0,Ground-Based Mech WT
4914,CA,50,2300,20,0,Ground-Based Mech WT
4915,CA,50,2300,30,0,Ground-Based Mech WT
4916,CA,50,2300,40,0,Ground-Based Mech WT
4917,CA,50,2300,50,0,Ground-Based Mech WT
4918,CA,50,2300,60,0,Ground-Based Mech WT
4919,CA,50,2300,70,0,Ground-Based Mech WT
4920,CA,50,2300,80,0,Ground-Based Mech WT
4921,CA,50,2300,90,0,Ground-Based Mech WT
4922,CA,50,2300,100,0,Ground-Based Mech WT
4923,CA,50,2300,110,0,Ground-Based Mech WT
4924,CA,50,2300,120,0,Ground-Based Mech WT
4925,CA,50,2300,130,0,Ground-Based Mech WT
4926,CA,50,2300,140,0,Ground-Based Mech WT
4927,CA,50,2300,150,0,Ground-Based Mech WT
4928,CA,50,2300,160,0,Ground-Based Mech WT
4929,CA,50,2300,170,0,Ground-Based Mech WT
4930,CA,50,2300,180,0,Ground-Based Mech WT
4931,CA,50,2300,190,0,Ground-Based Mech WT
4932,CA,50,2400,20,0,Ground-Based Mech WT
4933,CA,50,2400,30,0,Ground-Based Mech WT
4934,CA,50,2400,40,0,Ground-Based Mech WT
4935,CA,50,2400,50,0,Ground-Based Mech WT
4936,CA,50,2400,60,0,Ground-Based Mech WT
4937,CA,50,2400,70,0,Ground-Based Mech WT
4938,CA,50,2400,80,0,Ground-Based Mech WT
4939,CA,50,2400,90,0,Ground-Based Mech WT
4940,CA,50,2400,100,0,Ground-Based Mech WT
4941,CA,50,2400,110,0,Ground-Based Mech WT
4942,CA,50,2400,120,0,Ground-Based Mech WT
4943,CA,50,2400,130,0,Ground-Based Mech WT
4944,CA,50,2400,140,0,Ground-Based Mech WT
4945,CA,50,2400,150,0,Ground-Based Mech WT
4946,CA,50,2400,160,0,Ground-Based Mech WT
4947,CA,50,2400,170,0,Ground-Based Mech WT
4948,CA,50,2400,180,0,Ground-Based Mech WT
4949,CA,50,2400,190,0,Ground-Based Mech WT
4950,CA,55,0,20,0,Cable Manual WT
4951,CA,55,0,30,0,Cable Manual WT
4952,CA,55,0,40,0,Cable Manual WT
4953,CA,55,0,50,0,Cable Manual WT
4954,CA,55,0,60,0,Cable Manual WT
4955,CA,55,0,70,0,Cable Manual WT
4956,CA,55,0,80,0,Cable Manual WT
4957,CA,55,0,90,0,Cable Manual WT
4958,CA,55,0,100,0,Cable Manual WT
4959,CA,55,0,110,0,Cable Manual WT
4960,CA,55,0,120,0,Cable Manual WT
4961,CA,55,0,130,0,Cable Manual WT
4962,CA,55,0,140,0,Cable Manual WT
4963,CA,55,0,150,0,Cable Manual WT
4964,CA,55,0,160,0,Cable Manual WT
4965,CA,55,0,170,0,Cable Manual WT
4966,CA,55,0,180,0,Cable Manual WT
4967,CA,55,0,190,0,Cable Manual WT
4968,CA,55,100,20,0,Cable Manual WT
4969,CA,55,100,30,0,Cable Manual WT
4970,CA,55,100,40,0,Cable Manual WT
4971,CA,55,100,50,0,Cable Manual WT
4972,CA,55,100,60,0,Cable Manual WT
4973,CA,55,100,70,0,Cable Manual WT
4974,CA,55,100,80,0,Cable Manual WT
4975,CA,55,100,90,0,Cable Manual WT
4976,CA,55,100,100,0,Cable Manual WT
4977,CA,55,100,110,0,Cable Manual WT
4978,CA,55,100,120,0,Cable Manual WT
4979,CA,55,100,130,0,Cable Manual WT
4980,CA,55,100,140,0,Cable Manual WT
4981,CA,55,100,150,0,Cable Manual WT
4982,CA,55,100,160,0,Cable Manual WT
4983,CA,55,100,170,0,Cable Manual WT
4984,CA,55,100,180,0,Cable Manual WT
4985,CA,55,100,190,0,Cable Manual WT
4986,CA,55,200,20,0,Cable Manual WT
4987,CA,55,200,30,0,Cable Manual WT
4988,CA,55,200,40,0,Cable Manual WT
4989,CA,55,200,50,0,Cable Manual WT
4990,CA,55,200,60,0,Cable Manual WT
4991,CA,55,200,70,0,Cable Manual WT
4992,CA,55,200,80,0,Cable Manual WT
4993,CA,55,200,90,0,Cable Manual WT
4994,CA,55,200,100,0,Cable Manual WT
4995,CA,55,200,110,0,Cable Manual WT
4996,CA,55,200,120,0,Cable Manual WT
4997,CA,55,200,130,0,Cable Manual WT
4998,CA,55,200,140,0,Cable Manual WT
4999,CA,55,200,150,0,Cable Manual WT
5000,CA,55,200,160,0,Cable Manual WT
5001,CA,55,200,170,0,Cable Manual WT
5002,CA,55,200,180,0,Cable Manual WT
5003,CA,55,200,190,0,Cable Manual WT
5004,CA,55,300,20,0,Cable Manual WT
5005,CA,55,300,30,0,Cable Manual WT
5006,CA,55,300,40,0,Cable Manual WT
5007,CA,55,300,50,0,Cable Manual WT
5008,CA,55,300,60,0,Cable Manual WT
5009,CA,55,300,70,0,Cable Manual WT
5010,CA,55,300,80,0,Cable Manual WT
5011,CA,55,300,90,0,Cable Manual WT
5012,CA,55,300,100,0,Cable Manual WT
5013,CA,55,300,110,0,Cable Manual WT
5014,CA,55,300,120,0,Cable Manual WT
5015,CA,55,300,130,0,Cable Manual WT
5016,CA,55,300,140,0,Cable Manual WT
5017,CA,55,300,150,0,Cable Manual WT
5018,CA,55,300,160,0,Cable Manual WT
5019,CA,55,300,170,0,Cable Manual WT
5020,CA,55,300,180,0,Cable Manual WT
5021,CA,55,300,190,0,Cable Manual WT
5022,CA,55,400,20,0,Cable Manual WT
5023,CA,55,400,30,0,Cable Manual WT
5024,CA,55,400,40,0,Cable Manual WT
5025,CA,55,400,50,0,Cable Manual WT
5026,CA,55,400,60,0,Cable Manual WT
5027,CA,55,400,70,0,Cable Manual WT
5028,CA,55,400,80,0,Cable Manual WT
5029,CA,55,400,90,0,Cable Manual WT
5030,CA,55,400,100,0,Cable Manual WT
5031,CA,55,400,110,0,Cable Manual WT
5032,CA,55,400,120,0,Cable Manual WT
5033,CA,55,400,130,0,Cable Manual WT
5034,CA,55,400,140,0,Cable Manual WT
5035,CA,55,400,150,0,Cable Manual WT
5036,CA,55,400,160,0,Cable Manual WT
5037,CA,55,400,170,0,Cable Manual WT
5038,CA,55,400,180,0,Cable Manual WT
5039,CA,55,400,190,0,Cable Manual WT
5040,CA,55,500,20,0,Cable Manual WT
5041,CA,55,500,30,0,Cable Manual WT
5042,CA,55,500,40,0,Cable Manual WT
5043,CA,55,500,50,0,Cable Manual WT
5044,CA,55,500,60,0,Cable Manual WT
5045,CA,55,500,70,0,Cable Manual WT
5046,CA,55,500,80,0,Cable Manual WT
5047,CA,55,500,90,0,Cable Manual WT
5048,CA,55,500,100,0,Cable Manual WT
5049,CA,55,500,110,0,Cable Manual WT
5050,CA,55,500,120,0,Cable Manual WT
5051,CA,55,500,130,0,Cable Manual WT
5052,CA,55,500,140,0,Cable Manual WT
5053,CA,55,500,150,0,Cable Manual WT
5054,CA,55,500,160,0,Cable Manual WT
5055,CA,55,500,170,0,Cable Manual WT
5056,CA,55,500,180,0,Cable Manual WT
5057,CA,55,500,190,0,Cable Manual WT
5058,CA,55,600,20,0,Cable Manual WT
5059,CA,55,600,30,0,Cable Manual WT
5060,CA,55,600,40,0,Cable Manual WT
5061,CA,55,600,50,0,Cable Manual WT
5062,CA,55,600,60,0,Cable Manual WT
5063,CA,55,600,70,0,Cable Manual WT
5064,CA,55,600,80,0,Cable Manual WT
5065,CA,55,600,90,0,Cable Manual WT
5066,CA,55,600,100,0,Cable Manual WT
5067,CA,55,600,110,0,Cable Manual WT
5068,CA,55,600,120,0,Cable Manual WT
5069,CA,55,600,130,0,Cable Manual WT
5070,CA,55,600,140,0,Cable Manual WT
5071,CA,55,600,150,0,Cable Manual WT
5072,CA,55,600,160,0,Cable Manual WT
5073,CA,55,600,170,0,Cable Manual WT
5074,CA,55,600,180,0,Cable Manual WT
5075,CA,55,600,190,0,Cable Manual WT
5076,CA,55,700,20,0,Cable Manual WT
5077,CA,55,700,30,0,Cable Manual WT
5078,CA,55,700,40,0,Cable Manual WT
5079,CA,55,700,50,0,Cable Manual WT
5080,CA,55,700,60,0,Cable Manual WT
5081,CA,55,700,70,0,Cable Manual WT
5082,CA,55,700,80,0,Cable Manual WT
5083,CA,55,700,90,0,Cable Manual WT
5084,CA,55,700,100,0,Cable Manual WT
5085,CA,55,700,110,0,Cable Manual WT
5086,CA,55,700,120,0,Cable Manual WT
5087,CA,55,700,130,0,Cable Manual WT
5088,CA,55,700,140,0,Cable Manual WT
5089,CA,55,700,150,0,Cable Manual WT
5090,CA,55,700,160,0,Cable Manual WT
5091,CA,55,700,170,0,Cable Manual WT
5092,CA,55,700,180,0,Cable Manual WT
5093,CA,55,700,190,0,Cable Manual WT
5094,CA,55,800,20,0,Cable Manual WT
5095,CA,55,800,30,0,Cable Manual WT
5096,CA,55,800,40,0,Cable Manual WT
5097,CA,55,800,50,0,Cable Manual WT
5098,CA,55,800,60,0,Cable Manual WT
5099,CA,55,800,70,0,Cable Manual WT
5100,CA,55,800,80,0,Cable Manual WT
5101,CA,55,800,90,0,Cable Manual WT
5102,CA,55,800,100,0,Cable Manual WT
5103,CA,55,800,110,0,Cable Manual WT
5104,CA,55,800,120,0,Cable Manual WT
5105,CA,55,800,130,0,Cable Manual WT
5106,CA,55,800,140,0,Cable Manual WT
5107,CA,55,800,150,0,Cable Manual WT
5108,CA,55,800,160,0,Cable Manual WT
5109,CA,55,800,170,0,Cable Manual WT
5110,CA,55,800,180,0,Cable Manual WT
5111,CA,55,800,190,0,Cable Manual WT
5112,CA,55,900,20,0,Cable Manual WT
5113,CA,55,900,30,0,Cable Manual WT
5114,CA,55,900,40,0,Cable Manual WT
5115,CA,55,900,50,0,Cable Manual WT
5116,CA,55,900,60,0,Cable Manual WT
5117,CA,55,900,70,0,Cable Manual WT
5118,CA,55,900,80,0,Cable Manual WT
5119,CA,55,900,90,0,Cable Manual WT
5120,CA,55,900,100,0,Cable Manual WT
5121,CA,55,900,110,0,Cable Manual WT
5122,CA,55,900,120,0,Cable Manual WT
5123,CA,55,900,130,0,Cable Manual WT
5124,CA,55,900,140,0,Cable Manual WT
5125,CA,55,900,150,0,Cable Manual WT
5126,CA,55,900,160,0,Cable Manual WT
5127,CA,55,900,170,0,Cable Manual WT
5128,CA,55,900,180,0,Cable Manual WT
5129,CA,55,900,190,0,Cable Manual WT
5130,CA,55,1000,20,0,Cable Manual WT
5131,CA,55,1000,30,0,Cable Manual WT
5132,CA,55,1000,40,0,Cable Manual WT
5133,CA,55,1000,50,0,Cable Manual WT
5134,CA,55,1000,60,0,Cable Manual WT
5135,CA,55,1000,70,0,Cable Manual WT
5136,CA,55,1000,80,0,Cable Manual WT
5137,CA,55,1000,90,0,Cable Manual WT
5138,CA,55,1000,100,0,Cable Manual WT
5139,CA,55,1000,110,0,Cable Manual WT
5140,CA,55,1000,120,0,Cable Manual WT
5141,CA,55,1000,130,0,Cable Manual WT
5142,CA,55,1000,140,0,Cable Manual WT
5143,CA,55,1000,150,0,Cable Manual WT
5144,CA,55,1000,160,0,Cable Manual WT
5145,CA,55,1000,170,0,Cable Manual WT
5146,CA,55,1000,180,0,Cable Manual WT
5147,CA,55,1000,190,0,Cable Manual WT
5148,CA,55,1100,20,0,Cable Manual WT
5149,CA,55,1100,30,0,Cable Manual WT
5150,CA,55,1100,40,0,Cable Manual WT
5151,CA,55,1100,50,0,Cable Manual WT
5152,CA,55,1100,60,0,Cable Manual WT
5153,CA,55,1100,70,0,Cable Manual WT
5154,CA,55,1100,80,0,Cable Manual WT
5155,CA,55,1100,90,0,Cable Manual WT
5156,CA,55,1100,100,0,Cable Manual WT
5157,CA,55,1100,110,0,Cable Manual WT
5158,CA,55,1100,120,0,Cable Manual WT
5159,CA,55,1100,130,0,Cable Manual WT
5160,CA,55,1100,140,0,Cable Manual WT
5161,CA,55,1100,150,0,Cable Manual WT
5162,CA,55,1100,160,0,Cable Manual WT
5163,CA,55,1100,170,0,Cable Manual WT
5164,CA,55,1100,180,0,Cable Manual WT
5165,CA,55,1100,190,0,Cable Manual WT
5166,CA,55,1200,20,0,Cable Manual WT
5167,CA,55,1200,30,0,Cable Manual WT
5168,CA,55,1200,40,0,Cable Manual WT
5169,CA,55,1200,50,0,Cable Manual WT
5170,CA,55,1200,60,0,Cable Manual WT
5171,CA,55,1200,70,0,Cable Manual WT
5172,CA,55,1200,80,0,Cable Manual WT
5173,CA,55,1200,90,0,Cable Manual WT
5174,CA,55,1200,100,0,Cable Manual WT
5175,CA,55,1200,110,0,Cable Manual WT
5176,CA,55,1200,120,0,Cable Manual WT
5177,CA,55,1200,130,0,Cable Manual WT
5178,CA,55,1200,140,0,Cable Manual WT
5179,CA,55,1200,150,0,Cable Manual WT
5180,CA,55,1200,160,0,Cable Manual WT
5181,CA,55,1200,170,0,Cable Manual WT
5182,CA,55,1200,180,0,Cable Manual WT
5183,CA,55,1200,190,0,Cable Manual WT
5184,CA,55,1300,20,0,Cable Manual WT
5185,CA,55,1300,30,0,Cable Manual WT
5186,CA,55,1300,40,0,Cable Manual WT
5187,CA,55,1300,50,0,Cable Manual WT
5188,CA,55,1300,60,0,Cable Manual WT
5189,CA,55,1300,70,0,Cable Manual WT
5190,CA,55,1300,80,0,Cable Manual WT
5191,CA,55,1300,90,0,Cable Manual WT
5192,CA,55,1300,100,0,Cable Manual WT
5193,CA,55,1300,110,0,Cable Manual WT
5194,CA,55,1300,120,0,Cable Manual WT
5195,CA,55,1300,130,0,Cable Manual WT
5196,CA,55,1300,140,0,Cable Manual WT
5197,CA,55,1300,150,0,Cable Manual WT
5198,CA,55,1300,160,0,Cable Manual WT
5199,CA,55,1300,170,0,Cable Manual WT
5200,CA,55,1300,180,0,Cable Manual WT
5201,CA,55,1300,190,0,Cable Manual WT
5202,CA,55,1400,20,0,Cable Manual WT
5203,CA,55,1400,30,0,Cable Manual WT
5204,CA,55,1400,40,0,Cable Manual WT
5205,CA,55,1400,50,0,Cable Manual WT
5206,CA,55,1400,60,0,Cable Manual WT
5207,CA,55,1400,70,0,Cable Manual WT
5208,CA,55,1400,80,0,Cable Manual WT
5209,CA,55,1400,90,0,Cable Manual WT
5210,CA,55,1400,100,0,Cable Manual WT
5211,CA,55,1400,110,0,Cable Manual WT
5212,CA,55,1400,120,0,Cable Manual WT
5213,CA,55,1400,130,0,Cable Manual WT
5214,CA,55,1400,140,0,Cable Manual WT
5215,CA,55,1400,150,0,Cable Manual WT
5216,CA,55,1400,160,0,Cable Manual WT
