"gid","bus_number","bus_name","long_name","voltage","bus_type","area","county","state","loc_code","source","entity_id","layer_id","the_geom"
4799,33692,"CHANNEL","33692_CHANNEL",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206116,2345,"0101000020E61000002236583849555EC0D61A4AED45FA4240"
5750,36206,"SLDAD 5T","36206_SLDAD 5T",12.47,"LOAD","PG AND E","Monterey","CA","1","Previously Mapped Substation; Aerial Imagery",1207072,2345,"0101000020E61000003080F0A144555EC0E8BD310400374240"
4261,32341,"BEALE1J1","32341_BEALE1J1",60,"LOAD","PG AND E","Yuba","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205573,2345,"0101000020E6100000008E3D7B2E555EC01EC022BF7E8E4340"
4268,32349,"BEALE2J1","32349_BEALE2J1",60,"LOAD","PG AND E","Yuba","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205580,2345,"0101000020E610000085EE92382B555EC0F549EEB0898E4340"
4796,33688,"ROB-LRNR","33688_ROB-LRNR",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206113,2345,"0101000020E610000033F9669B1B555EC05517F032C3F84240"
4797,33689,"LEARNER","33689_LEARNER",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206114,2345,"0101000020E6100000D4D347E00F555EC07D78962023F84240"
5919,37101,"CARMICAL","37101_CARMICAL",69,"LOAD","PG AND E","Sacramento","CA","1","Previously Mapped Substation; Aerial Imagery",1207245,2345,"0101000020E6100000EC2FBB270F555EC063450DA661524340"
4840,33750,"CALVO","33750_CALVO",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206157,2345,"0101000020E6100000F0C2D66CE5545EC0A39410ACAADF4240"
4267,32348,"BEALE2J2","32348_BEALE2J2",60,"LOAD","PG AND E","Yuba","CA","3","Previously Mapped Substation; Ventyx Research",1205579,2345,"0101000020E6100000E78D93C2BC545EC04C361E6CB18D4340"
4794,33686,"STCKTNAR","33686_STCKTNAR",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206111,2345,"0101000020E6100000F88DAF3DB3545EC0A835CD3B4EFB4240"
4812,33714,"HAMMER","33714_HAMMER",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206129,2345,"0101000020E6100000D0D4EB1681545EC0AE2EA704C4024340"
4849,33768,"BNTA CRB","33768_BNTA CRB",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206166,2345,"0101000020E61000002CB98AC56F545EC0419DF2E846DA4240"
4827,33730,"GENMILLS","33730_GENMILLS",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Previously Mapped Plant; Aerial Imagery",1206144,2345,"0101000020E61000001F80D4264E545EC0F777B6476F124340"
4273,32354,"CMP FRWT","32354_CMP FRWT",60,"LOAD","PG AND E","Placer","CA","1","Previously Mapped Substation; Aerial Imagery",1205585,2345,"0101000020E6100000475A2A6F47545EC0855CA96741864340"
4808,33706,"CNTRY CB","33706_CNTRY CB",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206125,2345,"0101000020E61000006877483140545EC0338AE59656FD4240"
5721,36065,"SEF TAP","36065_SEF TAP",60,"LOAD","PG AND E","Monterey","CA","1","Previously Mapped Substation; Previously Mapped Plant; Aerial Imagery",1207043,2345,"0101000020E610000007B64AB038545EC093C6681D55354240"
4275,32357,"LINC ALT","32357_LINC ALT",60,"LOAD","PG AND E","Placer","CA","1","Previously Mapped Substation; Aerial Imagery",1205587,2345,"0101000020E610000098A59D9ACB535EC055DAE21A9F734340"
4809,33708,"UOP","33708_UOP",60,"LOAD","PG AND E","San Joaquin","CA","3","Previously Mapped Substation; Ventyx Research",1206126,2345,"0101000020E61000000C21E7FD7F535EC0DE3D40F7E5FE4240"
4246,32314,"SMRTSVLE","32314_SMRTSVLE",60,"LOAD","PG AND E","Yuba","CA","1","Previously Mapped Substation; Aerial Imagery",1205558,2345,"0101000020E6100000FD851E317A535EC08D28ED0DBE9A4340"
4804,33700,"FRNCH CJ","33700_FRNCH CJ",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206121,2345,"0101000020E61000005BE9B5D958535EC04835ECF7C4F04240"
4790,33680,"OAK PARK","33680_OAK PARK",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206107,2345,"0101000020E610000099D87C5C1B535EC0232F6B6281FD4240"
4839,33748,"MSSDLESW","33748_MSSDLESW",60,"LOAD","PG AND E","San Joaquin","CA","4","Ventyx Research",1206156,2345,"0101000020E61000008B37328FFC525EC0A8514832ABE34240"
4814,33717,"MORADAJT","33717_MORADAJT",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206131,2345,"0101000020E61000003BA759A0DD525EC0354580D3BB044340"
4813,33716,"HMMR JCT","33716_HMMR JCT",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206130,2345,"0101000020E61000003CDBA337DC525EC0336FD575A8024340"
4271,32352,"WEST JCT","32352_WEST JCT",60,"LOAD","PG AND E","Placer","CA","1","Previously Mapped Substation; Aerial Imagery",1205583,2345,"0101000020E6100000EACBD24ECD525EC010AD156D8E834340"
3939,31670,"CHESTER","31670_CHESTER",60,"LOAD","PG AND E","Plumas","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205251,2345,"0101000020E6100000D636C5E3A2525EC020ED7F80B52C4440"
4793,33684,"HARDING","33684_HARDING",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206110,2345,"0101000020E61000009087BEBB95525EC0789ACC785BFB4240"
4803,33698,"FRNCH CP","33698_FRNCH CP",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206120,2345,"0101000020E6100000E3FBE25295525EC0A794D74AE8F04240"
4784,33670,"STCKTN A","33670_STCKTN A",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206101,2345,"0101000020E6100000B0E8D66B7A525EC0B22AC24D46F94240"
4838,33746,"LOUISE","33746_LOUISE",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206155,2345,"0101000020E6100000B56E83DA6F525EC02CF015DD7AE74240"
4815,33718,"METTLER","33718_METTLER",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206132,2345,"0101000020E610000074999A046F525EC02385B2F0F5094340"
4810,33710,"WSTLNESW","33710_WSTLNESW",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206127,2345,"0101000020E61000005B272EC72B525EC0ED647094BCFE4240"
4835,33740,"MSHR 60V","33740_MSHR 60V",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206152,2345,"0101000020E610000038F7578FFB515EC0BB61DBA2CC024340"
4789,33678,"MONARCH","33678_MONARCH",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206106,2345,"0101000020E610000014048F6FEF515EC0AE47E17A14FC4240"
5723,36067,"LCCHS J1","36067_LCCHS J1",60,"LOAD","PG AND E","Monterey","CA","1","Previously Mapped Substation; Aerial Imagery",1207045,2345,"0101000020E61000006F9D7FBBEC515EC0EE409DF2E82E4240"
4779,33660,"JM","33660_JM",60,"LOAD","PG AND E","San Joaquin","CA","4","Ventyx Research",1206096,2345,"0101000020E610000028F1B913EC515EC098FC4FFEEEF14240"
4792,33682,"SUMIDEN","33682_SUMIDEN",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206109,2345,"0101000020E61000001D2098A3C7515EC0FDDAFAE93FFD4240"
4791,33681,"N.ST_SW","33681_N.ST_SW",60,"LOAD","PG AND E","San Joaquin","CA","4","Ventyx Research",1206108,2345,"0101000020E6100000957F2DAF5C515EC03332C85D84FB4240"
4777,33656,"CARGILL","33656_CARGILL",60,"LOAD","PG AND E","San Joaquin","CA","4","Ventyx Research",1206094,2345,"0101000020E61000006DE690D442515EC059E02BBAF5F24240"
4245,32313,"NRRWS2TP","32313_NRRWS2TP",60,"LOAD","PG AND E","Nevada","CA","2","Previously Mapped Substation; Previously Mapped Plant; Company Digital Data",1205557,2345,"0101000020E6100000FE0B040132515EC099D87C5C1B9E4340"
5931,37114,"ORANGVL1","37114_ORANGVL1",69,"LOAD","PG AND E","Sacramento","CA","1","Previously Mapped Substation; Aerial Imagery",1207257,2345,"0101000020E610000065E256410C515EC012A0A696AD574340"
4778,33658,"SNTA FEB","33658_SNTA FEB",60,"LOAD","PG AND E","San Joaquin","CA","4","Ventyx Research",1206095,2345,"0101000020E6100000E0F60489ED505EC02F302B14E9F84240"
4776,33654,"SNTA FEA","33654_SNTA FEA",60,"LOAD","PG AND E","San Joaquin","CA","4","Ventyx Research",1206093,2345,"0101000020E6100000E0F60489ED505EC0151E34BBEEF94240"
4805,33702,"GRONMYER","33702_GRONMYER",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206122,2345,"0101000020E6100000FE0C6FD6E0505EC0A27BD6355AEA4240"
4826,33729,"LODI AUX","33729_LODI AUX",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206143,2345,"0101000020E61000006EF8DD74CB505EC08ECEF9298E114340"
4787,33674,"HAZLTN J","33674_HAZLTN J",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206104,2345,"0101000020E6100000FEB8FDF2C9505EC03A05F9D9C8F94240"
4830,33734,"CLNY JCT","33734_CLNY JCT",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206147,2345,"0101000020E61000005EF58079C8505EC022FFCC203E184340"
4788,33676,"E.STCKTN","33676_E.STCKTN",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206105,2345,"0101000020E61000004B1FBAA0BE505EC06D1ADB6B41FB4240"
4832,33736,"LODI JCT","33736_LODI JCT",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206149,2345,"0101000020E610000047AD307DAF505EC0240D6E6B0B0D4340"
4841,33752,"LTHRP JT","33752_LTHRP JT",60,"LOAD","PG AND E","San Joaquin","CA","4","Ventyx Research",1206158,2345,"0101000020E6100000984EEB36A8505EC002637D0393E54240"
4774,33648,"DANA","33648_DANA",60,"LOAD","PG AND E","San Joaquin","CA","4","Ventyx Research",1206091,2345,"0101000020E6100000ACC77DAB75505EC043FF04172BF44240"
4781,33664,"LIPTON","33664_LIPTON",60,"LOAD","PG AND E","San Joaquin","CA","4","Ventyx Research",1206098,2345,"0101000020E61000006781768714505EC01EFE9AAC51FD4240"
4220,32266,"TAYLOR","32266_TAYLOR",60,"LOAD","PG AND E","Placer","CA","1","Previously Mapped Substation; Aerial Imagery",1205532,2345,"0101000020E61000007D7901F6D14F5EC0F69672BED8634340"
4775,33650,"WEBER 1","33650_WEBER 1",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206092,2345,"0101000020E6100000100533A6604F5EC0B11875ADBDF54240"
6118,38060,"INDUSTRL","38060_INDUSTRL",60,"LOAD","PG AND E","San Joaquin","CA","4","Ventyx Research",1207449,2345,"0101000020E61000001B2B31CF4A4F5EC032CC09DAE4104340"
4782,33666,"CHEROKEE","33666_CHEROKEE",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206099,2345,"0101000020E6100000D6C9198A3B4F5EC027DE019EB4004340"
4833,33737,"WINERY J","33737_WINERY J",60,"LOAD","PG AND E","San Joaquin","CA","4","Ventyx Research",1206150,2345,"0101000020E61000005BED612F144F5EC0DBF813950D114340"
4205,32248,"ROCKLIN","32248_ROCKLIN",60,"LOAD","PG AND E","Placer","CA","1","Previously Mapped Substation; Aerial Imagery",1205517,2345,"0101000020E6100000F241CF66D54E5EC0836DC493DD644340"
4926,34000,"WESTLEY","34000_WESTLEY",60,"LOAD","PG AND E","Stanislaus","CA","1","Previously Mapped Substation; Aerial Imagery",1206243,2345,"0101000020E610000087A2409FC84E5EC01C08C90226C24240"
8301,45106,"CLEAR LK","45106_CLEAR LK",69,"LOAD","NORTHWEST","Modoc","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1209648,2345,"0101000020E6100000A2B5A2CD714E5EC07FC0030308D14440"
4848,33766,"MNTCA JT","33766_MNTCA JT",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206165,2345,"0101000020E61000008E23D6E2534E5EC059DB148F8BE64240"
4824,33727,"MONDAVI","33727_MONDAVI",60,"LOAD","PG AND E","San Joaquin","CA","4","Ventyx Research",1206141,2345,"0101000020E610000017D68D77474E5EC0B85B920376114340"
4224,32272,"DEL MAR","32272_DEL MAR",60,"LOAD","PG AND E","Placer","CA","1","Previously Mapped Substation; Aerial Imagery",1205536,2345,"0101000020E6100000555051F52B4E5EC0E00F3FFF3D664340"
4831,33735,"INDSTR J","33735_INDSTR J",60,"LOAD","PG AND E","San Joaquin","CA","4","Ventyx Research",1206148,2345,"0101000020E6100000454772F90F4E5EC030F488D173114340"
4834,33738,"WATRLJCT","33738_WATRLJCT",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206151,2345,"0101000020E6100000DC7F643A744D5EC0D6355A0EF4064340"
4783,33668,"WATERLOO","33668_WATERLOO",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206100,2345,"0101000020E6100000976F7D586F4D5EC0A070766B99064340"
4241,32309,"CHLLNGEA","32309_CHLLNGEA",60,"LOAD","PG AND E","Yuba","CA","2","Previously Mapped Substation; USGS Digital Line Graph; Regional Maps; Venty",1205553,2345,"0101000020E6100000B4E4F1B4FC4C5EC05F0839EFFFBF4340"
5724,36069,"LOS OSTS","36069_LOS OSTS",60,"LOAD","PG AND E","Monterey","CA","1","Previously Mapped Substation; Aerial Imagery",1207046,2345,"0101000020E6100000FF5A5EB9DE4C5EC0295AB91798254240"
4225,32274,"SIERRAPI","32274_SIERRAPI",60,"LOAD","PG AND E","Placer","CA","4","Ventyx Research",1205537,2345,"0101000020E61000000B7F86376B4C5EC0EF5696E82C694340"
4240,32308,"COLGATE","32308_COLGATE",60,"LOAD","PG AND E","Yuba","CA","1","Previously Mapped Substation; Aerial Imagery",1205552,2345,"0101000020E610000071CADC7C234C5EC093C9A99D61AA4340"
3934,31660,"DOBBINS","31660_DOBBINS",60,"LOAD","PG AND E","Yuba","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205246,2345,"0101000020E6100000A9674128EF4B5EC0C5E74EB0FFB04340"
4772,33646,"MORMON","33646_MORMON",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206089,2345,"0101000020E61000002AA73D25E74B5EC09F8F32E202FC4240"
4829,33732,"COLONY","33732_COLONY",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206146,2345,"0101000020E61000005358A9A0A24B5EC07A1C06F357184340"
4823,33726,"VICTOR","33726_VICTOR",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206140,2345,"0101000020E610000006D9B27C5D4B5EC096AFCBF09F124340"
8428,45237,"PEREZ","45237_PEREZ",69,"LOAD","NORTHWEST","Modoc","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1209777,2345,"0101000020E61000003C6876DD5B4B5EC07BF65CA626C94440"
5733,36078,"JOLON TP","36078_JOLON TP",60,"LOAD","PG AND E","Monterey","CA","1","Previously Mapped Substation; Aerial Imagery",1207055,2345,"0101000020E610000050C24CDBBF4A5EC075C93846B2014240"
4223,32270,"PENRYN","32270_PENRYN",60,"LOAD","PG AND E","Placer","CA","1","Previously Mapped Substation; Aerial Imagery",1205535,2345,"0101000020E6100000C1ADBB79AA4A5EC0CE1951DA1B6C4340"
4822,33725,"LOCKFRD1","33725_LOCKFRD1",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206139,2345,"0101000020E6100000FF93BF7B474A5EC019C748F6080F4340"
3955,31690,"CARIBOU","31690_CARIBOU",60,"LOAD","PG AND E","Plumas","CA","1","Previously Mapped Substation; Aerial Imagery",1205267,2345,"0101000020E6100000E0D7481284495EC068CC24EA050B4440"
4927,34002,"SALADO","34002_SALADO",60,"LOAD","PG AND E","Stanislaus","CA","1","Previously Mapped Substation; Aerial Imagery",1206244,2345,"0101000020E6100000EAAF575870495EC06A4E5E6402B64240"
4837,33743,"LEE_JCT","33743_LEE_JCT",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206154,2345,"0101000020E6100000ED629AE95E495EC05ED89AADBCE04240"
5727,36072,"COBRN J2","36072_COBRN J2",60,"LOAD","PG AND E","Monterey","CA","1","Previously Mapped Substation; Aerial Imagery",1207049,2345,"0101000020E610000034F279C553495EC0855D143DF0214240"
4930,34008,"STNSLSRP","34008_STNSLSRP",60,"LOAD","PG AND E","Stanislaus","CA","1","Previously Mapped Substation; Previously Mapped Plant; Aerial Imagery",1206247,2345,"0101000020E610000036751E15FF485EC07311DF8959B14240"
4154,32110,"GOLD HLL","32110_GOLD HLL",60,"LOAD","PG AND E","Sacramento","CA","1","Previously Mapped Substation; Aerial Imagery",1205466,2345,"0101000020E61000007D5C1B2AC6485EC00EBE30992A544340"
5928,37111,"LAKE 1","37111_LAKE 1",69,"LOAD","PG AND E","Sacramento","CA","1","Previously Mapped Substation; Aerial Imagery",1207254,2345,"0101000020E610000021904B1C79485EC008E412471E544340"
5731,36076,"BA FOOD1","36076_BA FOOD1",60,"LOAD","PG AND E","Monterey","CA","1","Previously Mapped Substation; Aerial Imagery",1207053,2345,"0101000020E610000014ECBFCE4D485EC0302FC03E3A1D4240"
5728,36073,"KING CTY","36073_KING CTY",60,"LOAD","PG AND E","Monterey","CA","1","Previously Mapped Substation; Aerial Imagery",1207050,2345,"0101000020E6100000D447E00F3F485EC0942F6821011D4240"
4276,32358,"CLMBA HL","32358_CLMBA HL",60,"LOAD","PG AND E","Nevada","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205588,2345,"0101000020E6100000D847A7AE7C465EC0E65DF58079AA4340"
3944,31678,"GRYS FLT","31678_GRYS FLT",60,"LOAD","PG AND E","Plumas","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205256,2345,"0101000020E6100000F0A31AF67B465EC06F1283C0CA014440"
4928,34004,"PTRSNFRZ","34004_PTRSNFRZ",60,"LOAD","PG AND E","Stanislaus","CA","1","Previously Mapped Substation; Aerial Imagery",1206245,2345,"0101000020E610000056F5F23B4D465EC0DE3B6A4C88BD4240"
4770,33642,"LINDEN","33642_LINDEN",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206087,2345,"0101000020E61000005F79909E22465EC0E3C281902C024340"
3940,31672,"HMLTN BR","31672_HMLTN BR",60,"LOAD","PG AND E","Plumas","CA","2","Previously Mapped Substation; Previously Mapped Plant; Ventyx Research",1205252,2345,"0101000020E6100000E8DEC325C7455EC03333333333234440"
4300,32394,"PLACER","32394_PLACER",60,"LOAD","PG AND E","Placer","CA","1","Previously Mapped Substation; Aerial Imagery",1205612,2345,"0101000020E610000069C70DBF9B455EC0D36A48DC63734340"
6166,38254,"FINNEY","38254_FINNEY",69,"LOAD","PG AND E","Stanislaus","CA","1","Previously Mapped Substation; Aerial Imagery",1207497,2345,"0101000020E6100000723447567E455EC055F833BC59D74240"
3941,31674,"BIG MDWS","31674_BIG MDWS",60,"LOAD","PG AND E","Plumas","CA","1","Previously Mapped Substation; Aerial Imagery",1205253,2345,"0101000020E6100000ED9C668176455EC0F01307D0EF154440"
6199,38314,"STODDARD","38314_STODDARD",69,"LOAD","PG AND E","Stanislaus","CA","1","Previously Mapped Substation; Aerial Imagery",1207530,2345,"0101000020E61000000E6954E064445EC06DA983BC1EDA4240"
3942,31676,"HOWELLS","31676_HOWELLS",60,"LOAD","PG AND E","Plumas","CA","4","Ventyx Research",1205254,2345,"0101000020E610000094FAB2B453445EC06BEF535568064440"
4299,32392,"AUBURN","32392_AUBURN",60,"LOAD","PG AND E","Placer","CA","1","Previously Mapped Substation; Aerial Imagery",1205611,2345,"0101000020E6100000A03715A930445EC0A0504F1F81754340"
4932,34012,"GUSTN JT","34012_GUSTN JT",60,"LOAD","PG AND E","Stanislaus","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1206249,2345,"0101000020E61000006380441328445EC02F151BF33AA44240"
4935,34017,"CRWS LDG","34017_CRWS LDG",60,"LOAD","PG AND E","Stanislaus","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1206252,2345,"0101000020E610000054E57B4622445EC064CF9ECBD4A84240"
4280,32364,"GRSS VLY","32364_GRSS VLY",60,"LOAD","PG AND E","Nevada","CA","1","Previously Mapped Substation; Aerial Imagery",1205592,2345,"0101000020E61000007B319413ED435EC04F5AB8ACC29A4340"
6195,38310,"FOXRIVER","38310_FOXRIVER",69,"LOAD","PG AND E","Stanislaus","CA","4","Ventyx Research",1207526,2345,"0101000020E610000069C70DBF9B435EC02AE109BDFEDA4240"
6185,38292,"SISK","38292_SISK",69,"LOAD","PG AND E","Stanislaus","CA","1","Previously Mapped Substation; Aerial Imagery",1207516,2345,"0101000020E610000034F279C553435EC04C1938A0A5D74240"
5051,34282,"ONLL PMP","34282_ONLL PMP",69,"LOAD","PG AND E","Merced","CA","1","Previously Mapped Substation; Aerial Imagery",1206370,2345,"0101000020E6100000DD94F25A09435EC0378AAC35948C4240"
6186,38294,"POUST","38294_POUST",69,"LOAD","PG AND E","Stanislaus","CA","1","Previously Mapped Substation; Aerial Imagery",1207517,2345,"0101000020E6100000A33CF372D8425EC03831242713D54240"
6194,38308,"STOCK AV","38308_STOCK AV",69,"LOAD","PG AND E","Stanislaus","CA","4","Ventyx Research",1207525,2345,"0101000020E6100000CA1649BBD1425EC0B894F3C5DEDB4240"
3938,31668,"ULTR WSD","31668_ULTR WSD",60,"LOAD","PG AND E","Lassen","CA","4","Ventyx Research",1205250,2345,"0101000020E610000015ADDC0BCC425EC094C151F2EA244440"
4298,32390,"HALSEY","32390_HALSEY",60,"LOAD","PG AND E","Placer","CA","1","Previously Mapped Substation; Aerial Imagery",1205610,2345,"0101000020E6100000B41CE8A1B6425EC0AD4CF8A57E7A4340"
6202,38317,"RIPN","38317_RIPN",69,"LOAD","PG AND E","Stanislaus","CA","4","Ventyx Research",1207533,2345,"0101000020E610000020ED7F80B5425EC01424B6BB07DC4240"
6191,38305,"BANGS","38305_BANGS",69,"LOAD","PG AND E","Stanislaus","CA","4","Ventyx Research",1207522,2345,"0101000020E610000076E09C11A5425EC08466D7BD15DB4240"
6167,38256,"ROSEMORE","38256_ROSEMORE",69,"LOAD","PG AND E","Stanislaus","CA","1","Previously Mapped Substation; Aerial Imagery",1207498,2345,"0101000020E6100000DD24068195425EC0F8544E7B4AD24240"
8407,45216,"HACKAMOR","45216_HACKAMOR",69,"LOAD","NORTHWEST","Modoc","CA","4","Ventyx Research",1209756,2345,"0101000020E6100000E52A16BF29425EC08F17D2E121C04440"
6197,38312,"CLOUGH","38312_CLOUGH",69,"LOAD","PG AND E","Stanislaus","CA","4","Ventyx Research",1207528,2345,"0101000020E61000005437177FDB415EC05ABDC3EDD0DC4240"
6187,38296,"PRSCTTJT","38296_PRSCTTJT",69,"LOAD","PG AND E","Stanislaus","CA","1","Previously Mapped Substation; Aerial Imagery",1207518,2345,"0101000020E61000004AB72572C1415EC0981936CAFAD54240"
5053,34302,"L.BANS T","34302_L.BANS T",13.8,"LOAD","PG AND E","Merced","CA","1","Previously Mapped Substation; Aerial Imagery",1206372,2345,"0101000020E6100000DA8F149161415EC0583849F3C7864240"
6217,38364,"STNDFR2L","38364_STNDFR2L",12,"LOAD","PG AND E","Stanislaus","CA","1","Previously Mapped Substation; Aerial Imagery",1207548,2345,"0101000020E6100000925ED4EE57415EC0DC627E6E68D84240"
6184,38290,"PARADSE","38290_PARADSE",69,"LOAD","PG AND E","Stanislaus","CA","1","Previously Mapped Substation; Aerial Imagery",1207515,2345,"0101000020E61000003EE76ED74B415EC07993DFA293CF4240"
4828,33731,"WODBRG J","33731_WODBRG J",60,"LOAD","PG AND E","Stanislaus","CA","1","Previously Mapped Substation; Aerial Imagery",1206145,2345,"0101000020E61000006E3480B740415EC042EA76F695D34240"
4309,32410,"MTN_QJCT","32410_MTN_QJCT",60,"LOAD","PG AND E","El Dorado","CA","1","Previously Mapped Substation; Aerial Imagery",1205621,2345,"0101000020E6100000613596B036415EC0D1950854FF744340"
6193,38307,"KIERNAN","38307_KIERNAN",69,"LOAD","PG AND E","Stanislaus","CA","4","Ventyx Research",1207524,2345,"0101000020E610000044FCC3961E415EC08466D7BD15DB4240"
4933,34014,"NEWMAN","34014_NEWMAN",60,"LOAD","PG AND E","Stanislaus","CA","1","Previously Mapped Substation; Aerial Imagery",1206250,2345,"0101000020E610000036583849F3405EC0815EB87361A84240"
6190,38304,"LADD","38304_LADD",69,"LOAD","PG AND E","Stanislaus","CA","1","Previously Mapped Substation; Aerial Imagery",1207521,2345,"0101000020E6100000DE57E542E5405EC0FBE59315C3DD4240"
4937,34020,"GUSTINE","34020_GUSTINE",60,"LOAD","PG AND E","Merced","CA","1","Previously Mapped Substation; Aerial Imagery",1206254,2345,"0101000020E61000004B598638D6405EC089D4B48B69A04240"
6169,38258,"8TH ST","38258_8TH ST",69,"LOAD","PG AND E","Stanislaus","CA","1","Previously Mapped Substation; Aerial Imagery",1207500,2345,"0101000020E610000003098A1F63405EC09C16BCE82BD24240"
6173,38266,"WOODROW","38266_WOODROW",69,"LOAD","PG AND E","Stanislaus","CA","1","Previously Mapped Substation; Aerial Imagery",1207504,2345,"0101000020E61000009E060C923E405EC0CE1ABCAFCAD74240"
4936,34018,"NWMN JCT","34018_NWMN JCT",60,"LOAD","PG AND E","Merced","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1206253,2345,"0101000020E6100000B2D6506A2F405EC08908FF2268A44240"
6172,38264,"ENSLEN","38264_ENSLEN",69,"LOAD","PG AND E","Stanislaus","CA","1","Previously Mapped Substation; Aerial Imagery",1207503,2345,"0101000020E61000003DBA111615405EC0103FFF3D78D34240"
4934,34016,"MEDLIN J","34016_MEDLIN J",60,"LOAD","PG AND E","Stanislaus","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1206251,2345,"0101000020E6100000B58D3F51D93F5EC013D731AEB8AC4240"
3936,31664,"WESTWOOD","31664_WESTWOOD",60,"LOAD","PG AND E","Lassen","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205248,2345,"0101000020E61000002A3927F6D03F5EC02AC8CF46AE254440"
4277,32360,"PIKE CTY","32360_PIKE CTY",60,"LOAD","PG AND E","Sierra","CA","1","Previously Mapped Substation; Aerial Imagery",1205589,2345,"0101000020E61000001B9B1DA9BE3F5EC0C11A67D311B84340"
